source_file,diff_type,kind,metric,compiler1_name,compiler2_name,compiler1,compiler2,diff,diff_percent,unit,direction,which_is_better
bit_mix.cpp,standard,metric,l1_icache_misses,g++,clang++,39103.0,40213.0,1110.0,2.838657,misses,lower_is_better,g++
bit_mix.cpp,standard,metric,l2_cache_misses,g++,clang++,39455.0,35326.0,-4129.0,-10.465087,misses,lower_is_better,clang++
bit_mix.cpp,standard,metric,l2_per_l1_miss_pct,g++,clang++,68.2896,55.5694,-12.7202,-18.626848,%,lower_is_better,clang++
bit_mix.cpp,standard,metric,ref_cycles,g++,clang++,1295195734.0,1337062069.0,41866335.0,3.232433,cycles,lower_is_better,g++
bit_mix.cpp,derived,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,39455.0,35326.0,-4129.0,-10.465087,misses,lower_is_better,clang++
bit_mix.cpp,derived,metric,branch_instructions,g++,clang++,135438586.0,68431153.0,-67007433.0,-49.474404,branches,lower_is_better,clang++
bit_mix.cpp,derived,metric,branch_mispredictions,g++,clang++,8284.0,9010.0,726.0,8.763882,misses,lower_is_better,g++
bit_mix.cpp,derived,metric,branch_miss_rate_pct,g++,clang++,0.0061,0.0132,0.0071,116.393443,%,lower_is_better,g++
bit_mix.cpp,derived,metric,cache_miss_rate_pct,g++,clang++,13.4253,12.1355,-1.2898,-9.607234,%,lower_is_better,clang++
bit_mix.cpp,derived,metric,cache_misses,g++,clang++,35087.0,32582.0,-2505.0,-7.139396,misses,lower_is_better,clang++
bit_mix.cpp,derived,metric,cache_references,g++,clang++,261349.0,268486.0,7137.0,2.730831,references,lower_is_better,g++
bit_mix.cpp,derived,metric,cpu_cycles,g++,clang++,1885554286.0,1950899243.0,65344957.0,3.465557,cycles,lower_is_better,g++
bit_mix.cpp,derived,metric,dtlb_load_misses,g++,clang++,951.0,803.0,-148.0,-15.562566,misses,lower_is_better,clang++
bit_mix.cpp,derived,metric,execution_time_ms,g++,clang++,340.4158,353.0678,12.652,3.716631,ms,lower_is_better,g++
bit_mix.cpp,derived,metric,frontend_stall_cycles,g++,clang++,2353437.0,2323262.0,-30175.0,-1.282167,cycles,lower_is_better,clang++
bit_mix.cpp,derived,metric,frontend_stall_ratio_pct,g++,clang++,0.1248,0.1191,-0.0057,-4.567308,%,lower_is_better,clang++
bit_mix.cpp,derived,metric,instruction_count,g++,clang++,2153088600.0,2020367925.0,-132720675.0,-6.164199,instructions,lower_is_better,clang++
bit_mix.cpp,derived,metric,ipc,g++,clang++,1.1419,1.0356,-0.1063,-9.309046,insn/cycle,higher_is_better,g++
bit_mix.cpp,derived,metric,itlb_load_misses,g++,clang++,241.0,220.0,-21.0,-8.713693,misses,lower_is_better,clang++
bit_mix.cpp,derived,metric,l1_cache_misses,g++,clang++,57776.0,63571.0,5795.0,10.030116,misses,lower_is_better,g++
bit_mix.cpp,derived,metric,l1_icache_misses,g++,clang++,39103.0,40213.0,1110.0,2.838657,misses,lower_is_better,g++
bit_mix.cpp,derived,metric,l2_cache_misses,g++,clang++,39455.0,35326.0,-4129.0,-10.465087,misses,lower_is_better,clang++
bit_mix.cpp,derived,metric,l2_per_l1_miss_pct,g++,clang++,68.2896,55.5694,-12.7202,-18.626848,%,lower_is_better,clang++
bit_mix.cpp,derived,metric,ref_cycles,g++,clang++,1295195734.0,1337062069.0,41866335.0,3.232433,cycles,lower_is_better,g++
bit_mix.cpp,derived,derived_metric,branch_miss_rate,g++,clang++,6.1e-05,0.000132,7.1e-05,116.393443,,lower_is_better,g++
bit_mix.cpp,derived,derived_metric,branch_mpki,g++,clang++,0.003847,0.00446,0.000613,15.934494,,lower_is_better,g++
bit_mix.cpp,derived,derived_metric,cache_miss_rate,g++,clang++,0.134253,0.121355,-0.012898,-9.607234,,lower_is_better,clang++
bit_mix.cpp,derived,derived_metric,cpi,g++,clang++,0.875744,0.965616,0.089872,10.26236,,lower_is_better,g++
bit_mix.cpp,derived,derived_metric,execution_efficiency,g++,clang++,6324878.574966,5722322.80882,-602555.766146,-9.526756,,higher_is_better,g++
bit_mix.cpp,derived,derived_metric,frontend_stall_ratio,g++,clang++,0.001248,0.001191,-5.7e-05,-4.567308,,lower_is_better,clang++
bit_mix.cpp,derived,derived_metric,ipc,g++,clang++,1.141886,1.035609,-0.106277,-9.307146,,higher_is_better,g++
bit_mix.cpp,derived,derived_metric,l1_mpki,g++,clang++,0.026834,0.031465,0.004631,17.257956,,lower_is_better,g++
bit_mix.cpp,derived,derived_metric,l2_mpki,g++,clang++,0.018325,0.017485,-0.00084,-4.583902,,lower_is_better,clang++
bit_mix.cpp,derived,derived_metric,memory_intensity,g++,clang++,0.000121,0.000133,1.2e-05,9.917355,,lower_is_better,g++
branch_threshold.cpp,standard,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,102843.0,97187.0,-5656.0,-5.499645,misses,lower_is_better,clang++
branch_threshold.cpp,standard,metric,branch_instructions,g++,clang++,110613808.0,108400956.0,-2212852.0,-2.000521,branches,lower_is_better,clang++
branch_threshold.cpp,standard,metric,branch_mispredictions,g++,clang++,346823.0,2237.0,-344586.0,-99.355002,misses,lower_is_better,clang++
branch_threshold.cpp,standard,metric,branch_miss_rate_pct,g++,clang++,0.3135,0.0021,-0.3114,-99.330144,%,lower_is_better,clang++
branch_threshold.cpp,standard,metric,cache_miss_rate_pct,g++,clang++,1.9358,2.0242,0.0884,4.566587,%,lower_is_better,g++
branch_threshold.cpp,standard,metric,cache_misses,g++,clang++,92177.0,96459.0,4282.0,4.64541,misses,lower_is_better,g++
branch_threshold.cpp,standard,metric,cache_references,g++,clang++,4761697.0,4765361.0,3664.0,0.076947,references,lower_is_better,g++
branch_threshold.cpp,standard,metric,cpu_cycles,g++,clang++,87587701.0,66280618.0,-21307083.0,-24.32657,cycles,lower_is_better,clang++
branch_threshold.cpp,standard,metric,dtlb_load_misses,g++,clang++,7939.0,7842.0,-97.0,-1.221816,misses,lower_is_better,clang++
branch_threshold.cpp,standard,metric,execution_time_ms,g++,clang++,16.074,12.3292,-3.7448,-23.29725,ms,lower_is_better,clang++
branch_threshold.cpp,standard,metric,frontend_stall_cycles,g++,clang++,8801484.0,3874295.0,-4927189.0,-55.981344,cycles,lower_is_better,clang++
branch_threshold.cpp,standard,metric,frontend_stall_ratio_pct,g++,clang++,10.0488,5.8453,-4.2035,-41.830865,%,lower_is_better,clang++
branch_threshold.cpp,standard,metric,instruction_count,g++,clang++,378131676.0,365563109.0,-12568567.0,-3.32386,instructions,lower_is_better,clang++
branch_threshold.cpp,standard,metric,ipc,g++,clang++,4.3172,5.5154,1.1982,27.7541,insn/cycle,higher_is_better,clang++
branch_threshold.cpp,standard,metric,itlb_load_misses,g++,clang++,259.0,256.0,-3.0,-1.158301,misses,lower_is_better,clang++
branch_threshold.cpp,standard,metric,l1_cache_misses,g++,clang++,2330575.0,2334691.0,4116.0,0.176609,misses,lower_is_better,g++
branch_threshold.cpp,standard,metric,l1_icache_misses,g++,clang++,33747.0,35367.0,1620.0,4.800427,misses,lower_is_better,g++
branch_threshold.cpp,standard,metric,l2_cache_misses,g++,clang++,102843.0,97187.0,-5656.0,-5.499645,misses,lower_is_better,clang++
branch_threshold.cpp,standard,metric,l2_per_l1_miss_pct,g++,clang++,4.4128,4.1627,-0.2501,-5.667603,%,lower_is_better,clang++
branch_threshold.cpp,standard,metric,ref_cycles,g++,clang++,60537835.0,45575954.0,-14961881.0,-24.714926,cycles,lower_is_better,clang++
branch_threshold.cpp,derived,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,102843.0,97187.0,-5656.0,-5.499645,misses,lower_is_better,clang++
branch_threshold.cpp,derived,metric,branch_instructions,g++,clang++,110613808.0,108400956.0,-2212852.0,-2.000521,branches,lower_is_better,clang++
branch_threshold.cpp,derived,metric,branch_mispredictions,g++,clang++,346823.0,2237.0,-344586.0,-99.355002,misses,lower_is_better,clang++
branch_threshold.cpp,derived,metric,branch_miss_rate_pct,g++,clang++,0.3135,0.0021,-0.3114,-99.330144,%,lower_is_better,clang++
branch_threshold.cpp,derived,metric,cache_miss_rate_pct,g++,clang++,1.9358,2.0242,0.0884,4.566587,%,lower_is_better,g++
branch_threshold.cpp,derived,metric,cache_misses,g++,clang++,92177.0,96459.0,4282.0,4.64541,misses,lower_is_better,g++
branch_threshold.cpp,derived,metric,cache_references,g++,clang++,4761697.0,4765361.0,3664.0,0.076947,references,lower_is_better,g++
branch_threshold.cpp,derived,metric,cpu_cycles,g++,clang++,87587701.0,66280618.0,-21307083.0,-24.32657,cycles,lower_is_better,clang++
branch_threshold.cpp,derived,metric,dtlb_load_misses,g++,clang++,7939.0,7842.0,-97.0,-1.221816,misses,lower_is_better,clang++
branch_threshold.cpp,derived,metric,execution_time_ms,g++,clang++,16.074,12.3292,-3.7448,-23.29725,ms,lower_is_better,clang++
branch_threshold.cpp,derived,metric,frontend_stall_cycles,g++,clang++,8801484.0,3874295.0,-4927189.0,-55.981344,cycles,lower_is_better,clang++
branch_threshold.cpp,derived,metric,frontend_stall_ratio_pct,g++,clang++,10.0488,5.8453,-4.2035,-41.830865,%,lower_is_better,clang++
branch_threshold.cpp,derived,metric,instruction_count,g++,clang++,378131676.0,365563109.0,-12568567.0,-3.32386,instructions,lower_is_better,clang++
branch_threshold.cpp,derived,metric,ipc,g++,clang++,4.3172,5.5154,1.1982,27.7541,insn/cycle,higher_is_better,clang++
branch_threshold.cpp,derived,metric,itlb_load_misses,g++,clang++,259.0,256.0,-3.0,-1.158301,misses,lower_is_better,clang++
branch_threshold.cpp,derived,metric,l1_cache_misses,g++,clang++,2330575.0,2334691.0,4116.0,0.176609,misses,lower_is_better,g++
branch_threshold.cpp,derived,metric,l1_icache_misses,g++,clang++,33747.0,35367.0,1620.0,4.800427,misses,lower_is_better,g++
branch_threshold.cpp,derived,metric,l2_cache_misses,g++,clang++,102843.0,97187.0,-5656.0,-5.499645,misses,lower_is_better,clang++
branch_threshold.cpp,derived,metric,l2_per_l1_miss_pct,g++,clang++,4.4128,4.1627,-0.2501,-5.667603,%,lower_is_better,clang++
branch_threshold.cpp,derived,metric,ref_cycles,g++,clang++,60537835.0,45575954.0,-14961881.0,-24.714926,cycles,lower_is_better,clang++
branch_threshold.cpp,derived,derived_metric,branch_miss_rate,g++,clang++,0.003135,2.1e-05,-0.003114,-99.330144,,lower_is_better,clang++
branch_threshold.cpp,derived,derived_metric,branch_mpki,g++,clang++,0.917202,0.006119,-0.911083,-99.332862,,lower_is_better,clang++
branch_threshold.cpp,derived,derived_metric,cache_miss_rate,g++,clang++,0.019358,0.020242,0.000884,4.566587,,lower_is_better,g++
branch_threshold.cpp,derived,derived_metric,cpi,g++,clang++,0.231633,0.181311,-0.050322,-21.724884,,lower_is_better,clang++
branch_threshold.cpp,derived,derived_metric,execution_efficiency,g++,clang++,23524429.264651,29650188.901145,6125759.636494,26.039993,,higher_is_better,clang++
branch_threshold.cpp,derived,derived_metric,frontend_stall_ratio,g++,clang++,0.100488,0.058453,-0.042035,-41.830865,,lower_is_better,clang++
branch_threshold.cpp,derived,derived_metric,ipc,g++,clang++,4.317178,5.515385,1.198207,27.754403,,higher_is_better,clang++
branch_threshold.cpp,derived,derived_metric,l1_mpki,g++,clang++,6.163395,6.386561,0.223166,3.620829,,lower_is_better,g++
branch_threshold.cpp,derived,derived_metric,l2_mpki,g++,clang++,0.271977,0.265856,-0.006121,-2.250558,,lower_is_better,clang++
branch_threshold.cpp,derived,derived_metric,memory_intensity,g++,clang++,0.012593,0.013036,0.000443,3.517827,,lower_is_better,g++
column_sum.cpp,standard,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,16775570.0,12571361.0,-4204209.0,-25.061497,misses,lower_is_better,clang++
column_sum.cpp,standard,metric,branch_instructions,g++,clang++,39973595.0,14478917.0,-25494678.0,-63.778797,branches,lower_is_better,clang++
column_sum.cpp,standard,metric,branch_mispredictions,g++,clang++,39044.0,39599.0,555.0,1.421473,misses,lower_is_better,g++
column_sum.cpp,standard,metric,branch_miss_rate_pct,g++,clang++,0.0977,0.2735,0.1758,179.938588,%,lower_is_better,g++
column_sum.cpp,standard,metric,cache_miss_rate_pct,g++,clang++,28.8822,14.8756,-14.0066,-48.495613,%,lower_is_better,clang++
column_sum.cpp,standard,metric,cache_misses,g++,clang++,24258818.0,13219852.0,-11038966.0,-45.504962,misses,lower_is_better,clang++
column_sum.cpp,standard,metric,cache_references,g++,clang++,83992216.0,88869470.0,4877254.0,5.806793,references,lower_is_better,g++
column_sum.cpp,standard,metric,cpu_cycles,g++,clang++,825934996.0,851234247.0,25299251.0,3.063104,cycles,lower_is_better,g++
column_sum.cpp,standard,metric,dtlb_load_misses,g++,clang++,1768423.0,1305889.0,-462534.0,-26.155168,misses,lower_is_better,clang++
column_sum.cpp,standard,metric,execution_time_ms,g++,clang++,153.2698,154.0908,0.821,0.535657,ms,lower_is_better,g++
column_sum.cpp,standard,metric,frontend_stall_cycles,g++,clang++,195348724.0,10457784.0,-184890940.0,-94.646607,cycles,lower_is_better,clang++
column_sum.cpp,standard,metric,frontend_stall_ratio_pct,g++,clang++,23.6518,1.2285,-22.4233,-94.805892,%,lower_is_better,clang++
column_sum.cpp,standard,metric,instruction_count,g++,clang++,237946327.0,161474633.0,-76471694.0,-32.138212,instructions,lower_is_better,clang++
column_sum.cpp,standard,metric,ipc,g++,clang++,0.2881,0.1897,-0.0984,-34.154807,insn/cycle,higher_is_better,g++
column_sum.cpp,standard,metric,itlb_load_misses,g++,clang++,301.0,297.0,-4.0,-1.328904,misses,lower_is_better,clang++
column_sum.cpp,standard,metric,l1_cache_misses,g++,clang++,40777736.0,45567883.0,4790147.0,11.746967,misses,lower_is_better,g++
column_sum.cpp,standard,metric,l1_icache_misses,g++,clang++,120244.0,136705.0,16461.0,13.689664,misses,lower_is_better,g++
column_sum.cpp,standard,metric,l2_cache_misses,g++,clang++,16775570.0,12571361.0,-4204209.0,-25.061497,misses,lower_is_better,clang++
column_sum.cpp,standard,metric,l2_per_l1_miss_pct,g++,clang++,41.139,27.5882,-13.5508,-32.93906,%,lower_is_better,clang++
column_sum.cpp,standard,metric,ref_cycles,g++,clang++,569383944.0,582540733.0,13156789.0,2.310706,cycles,lower_is_better,g++
column_sum.cpp,derived,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,16775570.0,12571361.0,-4204209.0,-25.061497,misses,lower_is_better,clang++
column_sum.cpp,derived,metric,branch_instructions,g++,clang++,39973595.0,14478917.0,-25494678.0,-63.778797,branches,lower_is_better,clang++
column_sum.cpp,derived,metric,branch_mispredictions,g++,clang++,39044.0,39599.0,555.0,1.421473,misses,lower_is_better,g++
column_sum.cpp,derived,metric,branch_miss_rate_pct,g++,clang++,0.0977,0.2735,0.1758,179.938588,%,lower_is_better,g++
column_sum.cpp,derived,metric,cache_miss_rate_pct,g++,clang++,28.8822,14.8756,-14.0066,-48.495613,%,lower_is_better,clang++
column_sum.cpp,derived,metric,cache_misses,g++,clang++,24258818.0,13219852.0,-11038966.0,-45.504962,misses,lower_is_better,clang++
column_sum.cpp,derived,metric,cache_references,g++,clang++,83992216.0,88869470.0,4877254.0,5.806793,references,lower_is_better,g++
column_sum.cpp,derived,metric,cpu_cycles,g++,clang++,825934996.0,851234247.0,25299251.0,3.063104,cycles,lower_is_better,g++
column_sum.cpp,derived,metric,dtlb_load_misses,g++,clang++,1768423.0,1305889.0,-462534.0,-26.155168,misses,lower_is_better,clang++
column_sum.cpp,derived,metric,execution_time_ms,g++,clang++,153.2698,154.0908,0.821,0.535657,ms,lower_is_better,g++
column_sum.cpp,derived,metric,frontend_stall_cycles,g++,clang++,195348724.0,10457784.0,-184890940.0,-94.646607,cycles,lower_is_better,clang++
column_sum.cpp,derived,metric,frontend_stall_ratio_pct,g++,clang++,23.6518,1.2285,-22.4233,-94.805892,%,lower_is_better,clang++
column_sum.cpp,derived,metric,instruction_count,g++,clang++,237946327.0,161474633.0,-76471694.0,-32.138212,instructions,lower_is_better,clang++
column_sum.cpp,derived,metric,ipc,g++,clang++,0.2881,0.1897,-0.0984,-34.154807,insn/cycle,higher_is_better,g++
column_sum.cpp,derived,metric,itlb_load_misses,g++,clang++,301.0,297.0,-4.0,-1.328904,misses,lower_is_better,clang++
column_sum.cpp,derived,metric,l1_cache_misses,g++,clang++,40777736.0,45567883.0,4790147.0,11.746967,misses,lower_is_better,g++
column_sum.cpp,derived,metric,l1_icache_misses,g++,clang++,120244.0,136705.0,16461.0,13.689664,misses,lower_is_better,g++
column_sum.cpp,derived,metric,l2_cache_misses,g++,clang++,16775570.0,12571361.0,-4204209.0,-25.061497,misses,lower_is_better,clang++
column_sum.cpp,derived,metric,l2_per_l1_miss_pct,g++,clang++,41.139,27.5882,-13.5508,-32.93906,%,lower_is_better,clang++
column_sum.cpp,derived,metric,ref_cycles,g++,clang++,569383944.0,582540733.0,13156789.0,2.310706,cycles,lower_is_better,g++
column_sum.cpp,derived,derived_metric,branch_miss_rate,g++,clang++,0.000977,0.002735,0.001758,179.938588,,lower_is_better,g++
column_sum.cpp,derived,derived_metric,branch_mpki,g++,clang++,0.164087,0.245234,0.081147,49.453643,,lower_is_better,g++
column_sum.cpp,derived,derived_metric,cache_miss_rate,g++,clang++,0.288822,0.148756,-0.140066,-48.495613,,lower_is_better,clang++
column_sum.cpp,derived,derived_metric,cpi,g++,clang++,3.471098,5.271628,1.80053,51.872059,,lower_is_better,g++
column_sum.cpp,derived,derived_metric,execution_efficiency,g++,clang++,1552467.133121,1047918.714161,-504548.41896,-32.499781,,higher_is_better,g++
column_sum.cpp,derived,derived_metric,frontend_stall_ratio,g++,clang++,0.236518,0.012285,-0.224233,-94.805892,,lower_is_better,clang++
column_sum.cpp,derived,derived_metric,ipc,g++,clang++,0.288093,0.189695,-0.098398,-34.154943,,higher_is_better,g++
column_sum.cpp,derived,derived_metric,l1_mpki,g++,clang++,171.373673,282.1984,110.824727,64.668467,,lower_is_better,g++
column_sum.cpp,derived,derived_metric,l2_mpki,g++,clang++,70.501488,77.853473,7.351985,10.428127,,lower_is_better,g++
column_sum.cpp,derived,derived_metric,memory_intensity,g++,clang++,0.352988,0.550362,0.197374,55.915215,,lower_is_better,g++
indirect_index.cpp,standard,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,12483050.0,14025803.0,1542753.0,12.358783,misses,lower_is_better,g++
indirect_index.cpp,standard,metric,branch_instructions,g++,clang++,36476731.0,11424482.0,-25052249.0,-68.680083,branches,lower_is_better,clang++
indirect_index.cpp,standard,metric,branch_mispredictions,g++,clang++,10739.0,10339.0,-400.0,-3.724742,misses,lower_is_better,clang++
indirect_index.cpp,standard,metric,branch_miss_rate_pct,g++,clang++,0.0294,0.0905,0.0611,207.823129,%,lower_is_better,g++
indirect_index.cpp,standard,metric,cache_miss_rate_pct,g++,clang++,15.3632,18.4471,3.0839,20.073292,%,lower_is_better,g++
indirect_index.cpp,standard,metric,cache_misses,g++,clang++,12316269.0,14089182.0,1772913.0,14.394887,misses,lower_is_better,g++
indirect_index.cpp,standard,metric,cache_references,g++,clang++,80167502.0,76375998.0,-3791504.0,-4.729478,references,lower_is_better,clang++
indirect_index.cpp,standard,metric,cpu_cycles,g++,clang++,94694285.0,89678538.0,-5015747.0,-5.296779,cycles,lower_is_better,clang++
indirect_index.cpp,standard,metric,dtlb_load_misses,g++,clang++,220285.0,388772.0,168487.0,76.485916,misses,lower_is_better,g++
indirect_index.cpp,standard,metric,execution_time_ms,g++,clang++,17.1296,16.716,-0.4136,-2.414534,ms,lower_is_better,clang++
indirect_index.cpp,standard,metric,frontend_stall_cycles,g++,clang++,49806953.0,3032009.0,-46774944.0,-93.912478,cycles,lower_is_better,clang++
indirect_index.cpp,standard,metric,frontend_stall_ratio_pct,g++,clang++,52.5976,3.381,-49.2166,-93.57195,%,lower_is_better,clang++
indirect_index.cpp,standard,metric,instruction_count,g++,clang++,253844697.0,176334290.0,-77510407.0,-30.534578,instructions,lower_is_better,clang++
indirect_index.cpp,standard,metric,ipc,g++,clang++,2.6807,1.9663,-0.7144,-26.649756,insn/cycle,higher_is_better,g++
indirect_index.cpp,standard,metric,itlb_load_misses,g++,clang++,300.0,291.0,-9.0,-3.0,misses,lower_is_better,clang++
indirect_index.cpp,standard,metric,l1_cache_misses,g++,clang++,36455317.0,36264827.0,-190490.0,-0.52253,misses,lower_is_better,clang++
indirect_index.cpp,standard,metric,l1_icache_misses,g++,clang++,71244.0,74643.0,3399.0,4.770928,misses,lower_is_better,g++
indirect_index.cpp,standard,metric,l2_cache_misses,g++,clang++,12483050.0,14025803.0,1542753.0,12.358783,misses,lower_is_better,g++
indirect_index.cpp,standard,metric,l2_per_l1_miss_pct,g++,clang++,34.2421,38.6761,4.434,12.948972,%,lower_is_better,g++
indirect_index.cpp,standard,metric,ref_cycles,g++,clang++,65807153.0,61769639.0,-4037514.0,-6.135373,cycles,lower_is_better,clang++
indirect_index.cpp,derived,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,12483050.0,14025803.0,1542753.0,12.358783,misses,lower_is_better,g++
indirect_index.cpp,derived,metric,branch_instructions,g++,clang++,36476731.0,11424482.0,-25052249.0,-68.680083,branches,lower_is_better,clang++
indirect_index.cpp,derived,metric,branch_mispredictions,g++,clang++,10739.0,10339.0,-400.0,-3.724742,misses,lower_is_better,clang++
indirect_index.cpp,derived,metric,branch_miss_rate_pct,g++,clang++,0.0294,0.0905,0.0611,207.823129,%,lower_is_better,g++
indirect_index.cpp,derived,metric,cache_miss_rate_pct,g++,clang++,15.3632,18.4471,3.0839,20.073292,%,lower_is_better,g++
indirect_index.cpp,derived,metric,cache_misses,g++,clang++,12316269.0,14089182.0,1772913.0,14.394887,misses,lower_is_better,g++
indirect_index.cpp,derived,metric,cache_references,g++,clang++,80167502.0,76375998.0,-3791504.0,-4.729478,references,lower_is_better,clang++
indirect_index.cpp,derived,metric,cpu_cycles,g++,clang++,94694285.0,89678538.0,-5015747.0,-5.296779,cycles,lower_is_better,clang++
indirect_index.cpp,derived,metric,dtlb_load_misses,g++,clang++,220285.0,388772.0,168487.0,76.485916,misses,lower_is_better,g++
indirect_index.cpp,derived,metric,execution_time_ms,g++,clang++,17.1296,16.716,-0.4136,-2.414534,ms,lower_is_better,clang++
indirect_index.cpp,derived,metric,frontend_stall_cycles,g++,clang++,49806953.0,3032009.0,-46774944.0,-93.912478,cycles,lower_is_better,clang++
indirect_index.cpp,derived,metric,frontend_stall_ratio_pct,g++,clang++,52.5976,3.381,-49.2166,-93.57195,%,lower_is_better,clang++
indirect_index.cpp,derived,metric,instruction_count,g++,clang++,253844697.0,176334290.0,-77510407.0,-30.534578,instructions,lower_is_better,clang++
indirect_index.cpp,derived,metric,ipc,g++,clang++,2.6807,1.9663,-0.7144,-26.649756,insn/cycle,higher_is_better,g++
indirect_index.cpp,derived,metric,itlb_load_misses,g++,clang++,300.0,291.0,-9.0,-3.0,misses,lower_is_better,clang++
indirect_index.cpp,derived,metric,l1_cache_misses,g++,clang++,36455317.0,36264827.0,-190490.0,-0.52253,misses,lower_is_better,clang++
indirect_index.cpp,derived,metric,l1_icache_misses,g++,clang++,71244.0,74643.0,3399.0,4.770928,misses,lower_is_better,g++
indirect_index.cpp,derived,metric,l2_cache_misses,g++,clang++,12483050.0,14025803.0,1542753.0,12.358783,misses,lower_is_better,g++
indirect_index.cpp,derived,metric,l2_per_l1_miss_pct,g++,clang++,34.2421,38.6761,4.434,12.948972,%,lower_is_better,g++
indirect_index.cpp,derived,metric,ref_cycles,g++,clang++,65807153.0,61769639.0,-4037514.0,-6.135373,cycles,lower_is_better,clang++
indirect_index.cpp,derived,derived_metric,branch_miss_rate,g++,clang++,0.000294,0.000905,0.000611,207.823129,,lower_is_better,g++
indirect_index.cpp,derived,derived_metric,branch_mpki,g++,clang++,0.042305,0.058633,0.016328,38.595911,,lower_is_better,g++
indirect_index.cpp,derived,derived_metric,cache_miss_rate,g++,clang++,0.153632,0.184471,0.030839,20.073292,,lower_is_better,g++
indirect_index.cpp,derived,derived_metric,cpi,g++,clang++,0.37304,0.508571,0.135531,36.331493,,lower_is_better,g++
indirect_index.cpp,derived,derived_metric,execution_efficiency,g++,clang++,14819067.403792,10548832.85475,-4270234.549042,-28.815812,,higher_is_better,g++
indirect_index.cpp,derived,derived_metric,frontend_stall_ratio,g++,clang++,0.525976,0.03381,-0.492166,-93.57195,,lower_is_better,clang++
indirect_index.cpp,derived,derived_metric,ipc,g++,clang++,2.680676,1.966293,-0.714383,-26.64936,,higher_is_better,g++
indirect_index.cpp,derived,derived_metric,l1_mpki,g++,clang++,143.612679,205.659529,62.04685,43.204298,,lower_is_better,g++
indirect_index.cpp,derived,derived_metric,l2_mpki,g++,clang++,49.175934,79.540984,30.36505,61.747785,,lower_is_better,g++
indirect_index.cpp,derived,derived_metric,memory_intensity,g++,clang++,0.315813,0.433132,0.117319,37.148249,,lower_is_better,g++
prefix_sum.cpp,standard,metric,amd_l2_ic_dc_miss_in_l2,g++,clang++,320478.0,305052.0,-15426.0,-4.813435,misses,lower_is_better,clang++
prefix_sum.cpp,standard,metric,branch_instructions,g++,clang++,71355224.0,27477243.0,-43877981.0,-61.492318,branches,lower_is_better,clang++
prefix_sum.cpp,standard,metric,branch_mispredictions,g++,clang++,16757.0,14917.0,-1840.0,-10.980486,misses,lower_is_better,clang++
prefix_sum.cpp,standard,metric,branch_miss_rate_pct,g++,clang++,0.0235,0.0543,0.0308,131.06383,%,lower_is_better,g++
